Hierarchy,Title,Project,Releases,Team,Assignee,Sprint,Target start date,Target end date,Due date,Story points,Parent,Priority,Labels,Components,Issue key,Issue status,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) issue count (IC),To do IC,In progress IC,Done IC,Total IC,RAG
Story,[Gamma Squad] Sample work item 1284,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint7 [COMPLETED] + Sprint8 [COMPLETED],27/Jan/26,5/Feb/26,,3,,Won't (4),backend,Gamma Squad,AIOP-1284,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1286,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint7 [COMPLETED] + Sprint8 [COMPLETED],3/Feb/26,11/Feb/26,,2,,Must (1),tech-debt,Gamma Squad,AIOP-1286,Done,100,2,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1287,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint7 [ACTIVE],3/Feb/26,25/Feb/26,,5,,Must (1),backend,Gamma Squad,AIOP-1287,Implementing,58,,5,63,1,1,0,1,
Story,[Gamma Squad] Sample work item 1288,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint7 [ACTIVE],3/Feb/26,10/Feb/26,,5,,Must (1),tech-debt,Gamma Squad,AIOP-1288,Blocked,44,,5,4,1,1,0,1,
Story,[Gamma Squad] Sample work item 1289,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint7 [ACTIVE],29/Jan/26,8/Feb/26,,2,,Must (1),frontend,Gamma Squad,AIOP-1289,Blocked,37,,2,60,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1292,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint8 [COMPLETED],9/Feb/26,19/Feb/26,,13,,Could (3),tech-debt,Gamma Squad,AIOP-1292,Done,100,13,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1295,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint8 [ACTIVE],11/Feb/26,28/Feb/26,,3,,Should (2),,Gamma Squad,AIOP-1295,Review,76,,3,14,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1297,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint8 [ACTIVE],10/Feb/26,26/Feb/26,,,,Won't (4),infra,Gamma Squad,AIOP-1297,Blocked,49,,,66,1,1,0,1,
Story,[Gamma Squad] Sample work item 1298,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint8 [COMPLETED] + Sprint9 [COMPLETED] + Sprint10 [COMPLETED],17/Feb/26,4/Mar/26,,8,,Must (1),data-pipeline,Gamma Squad,AIOP-1298,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1302,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint8 [ACTIVE],14/Feb/26,27/Feb/26,,2,,Won't (4),frontend,Gamma Squad,AIOP-1302,Blocked,59,,2,21,1,1,0,1,
Story,[Gamma Squad] Sample work item 1303,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],24/Feb/26,3/Mar/26,,2,,Won't (4),tech-debt,Gamma Squad,AIOP-1303,Done,100,2,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1305,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],21/Feb/26,4/Mar/26,,5,,Should (2),backend,Gamma Squad,AIOP-1305,Done,100,5,0,100,0,0,1,1,Amber
Story,[Gamma Squad] Sample work item 1307,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint9 [ACTIVE],21/Feb/26,5/Mar/26,,,,Won't (4),data-pipeline,Gamma Squad,AIOP-1307,Blocked,48,,,55,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1309,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint9 [COMPLETED] + Sprint10 [COMPLETED],26/Feb/26,12/Mar/26,,,,Should (2),data-pipeline,Gamma Squad,AIOP-1309,Done,100,,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1311,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint10 [COMPLETED] + Sprint11 [COMPLETED],11/Mar/26,29/Mar/26,,3,,Won't (4),backend,Gamma Squad,AIOP-1311,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1312,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint10 [ACTIVE],9/Mar/26,20/Mar/26,,8,,Must (1),backend,Gamma Squad,AIOP-1312,Blocked,36,,8,62,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1313,Perception & Parking SW Group,,Gamma Squad,user4,PMD_25PI4_Sprint10 [ACTIVE],6/Mar/26,18/Mar/26,,3,,Won't (4),infra,Gamma Squad,AIOP-1313,Blocked,23,,3,67,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1314,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint10 [ACTIVE],6/Mar/26,21/Mar/26,,,,Must (1),,Gamma Squad,AIOP-1314,Implementing,6,,,21,1,1,0,1,
Story,[Gamma Squad] Sample work item 1315,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint10 [ACTIVE],7/Mar/26,26/Mar/26,,8,,Won't (4),tech-debt,Gamma Squad,AIOP-1315,Blocked,78,,8,34,1,1,0,1,
Story,[Gamma Squad] Sample work item 1316,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint10 [ACTIVE],11/Mar/26,23/Mar/26,,8,,Must (1),tech-debt,Gamma Squad,AIOP-1316,Blocked,52,,8,12,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1317,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint10 [ACTIVE],10/Mar/26,19/Mar/26,,5,,Must (1),backend,Gamma Squad,AIOP-1317,Blocked,23,,5,32,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1318,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint10 [ACTIVE],11/Mar/26,28/Mar/26,,8,,Won't (4),tech-debt,Gamma Squad,AIOP-1318,Blocked,8,,8,62,1,1,0,1,Amber
Story,[Gamma Squad] Sample work item 1319,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint10 [COMPLETED] + Sprint11 [COMPLETED],13/Mar/26,27/Mar/26,,8,,Must (1),data-pipeline,Gamma Squad,AIOP-1319,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1322,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint10 [COMPLETED],12/Mar/26,30/Mar/26,,8,,Must (1),ml,Gamma Squad,AIOP-1322,Done,100,8,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1325,Perception & Parking SW Group,,Gamma Squad,user7,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],21/Mar/26,30/Mar/26,,2,,Could (3),data-pipeline,Gamma Squad,AIOP-1325,Done,100,2,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1326,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],20/Mar/26,2/Apr/26,,3,,Should (2),frontend,Gamma Squad,AIOP-1326,Done,100,3,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1327,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],25/Mar/26,6/Apr/26,,8,,Won't (4),backend,Gamma Squad,AIOP-1327,Done,100,8,0,100,0,0,1,1,
Story,[Gamma Squad] Sample work item 1329,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint11 [ACTIVE],20/Mar/26,3/Apr/26,,8,,Must (1),ml,Gamma Squad,AIOP-1329,To Do,6,,8,46,1,0,0,1,
Story,[Gamma Squad] Sample work item 1331,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint11 [ACTIVE],25/Mar/26,12/Apr/26,,3,,Should (2),backend,Gamma Squad,AIOP-1331,Blocked,49,,3,47,1,1,0,1,
Story,[Gamma Squad] Sample work item 1332,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint11 [COMPLETED] + Sprint12 [COMPLETED],27/Mar/26,4/Apr/26,,5,,Should (2),tech-debt,Gamma Squad,AIOP-1332,Done,100,5,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1333,Perception & Parking SW Group,,Gamma Squad,user3,PMD_25PI4_Sprint11 [ACTIVE],31/Mar/26,9/Apr/26,,3,,Must (1),ml,Gamma Squad,AIOP-1333,To Do,53,,3,5,1,0,0,1,Amber
Story,[Gamma Squad] Sample work item 1334,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint12 [ACTIVE],7/Apr/26,22/Apr/26,,5,,Should (2),ml,Gamma Squad,AIOP-1334,Funnel,11,,5,2,1,0,0,1,
Story,[Gamma Squad] Sample work item 1335,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint12 [COMPLETED],8/Apr/26,19/Apr/26,,8,,Won't (4),ml,Gamma Squad,AIOP-1335,Done,100,8,0,100,0,0,1,1,Amber
Story,[Gamma Squad] Sample work item 1336,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint12 [COMPLETED] + Sprint13 [COMPLETED],3/Apr/26,10/Apr/26,,8,,Won't (4),data-pipeline,Gamma Squad,AIOP-1336,Done,100,8,0,100,0,0,1,1,Amber
Story,[Gamma Squad] Sample work item 1339,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint12 [ACTIVE],8/Apr/26,19/Apr/26,,,,Must (1),tech-debt,Gamma Squad,AIOP-1339,To Do,18,,,63,1,0,0,1,
Story,[Gamma Squad] Sample work item 1340,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint12 [ACTIVE],4/Apr/26,25/Apr/26,,,,Won't (4),data-pipeline,Gamma Squad,AIOP-1340,Blocked,74,,,43,1,1,0,1,
Story,[Gamma Squad] Sample work item 1341,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint12 [ACTIVE],4/Apr/26,21/Apr/26,,5,,Should (2),ml,Gamma Squad,AIOP-1341,To Do,45,,5,36,1,0,0,1,Green
Story,[Gamma Squad] Sample work item 1342,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint12 [COMPLETED] + Sprint13 [COMPLETED],8/Apr/26,21/Apr/26,,8,,Could (3),tech-debt,Gamma Squad,AIOP-1342,Done,100,8,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1344,Perception & Parking SW Group,,Gamma Squad,user1,PMD_25PI4_Sprint13 [COMPLETED],23/Apr/26,15/May/26,,,,Should (2),,Gamma Squad,AIOP-1344,Done,100,,0,100,0,0,1,1,Green
Story,[Gamma Squad] Sample work item 1345,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint13 [ACTIVE],13/Apr/26,23/Apr/26,,8,,Won't (4),data-pipeline,Gamma Squad,AIOP-1345,In Progress,24,,8,62,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1346,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint13 [ACTIVE],17/Apr/26,2/May/26,,13,,Won't (4),tech-debt,Gamma Squad,AIOP-1346,Review,56,,13,36,1,1,0,1,Green
Story,[Gamma Squad] Sample work item 1347,Perception & Parking SW Group,,Gamma Squad,user5,PMD_25PI4_Sprint13 [ACTIVE],23/Apr/26,5/May/26,,3,,Won't (4),frontend,Gamma Squad,AIOP-1347,Blocked,22,,3,71,1,1,0,1,
Story,[Gamma Squad] Sample work item 1349,Perception & Parking SW Group,,Gamma Squad,user8,PMD_25PI4_Sprint13 [ACTIVE],24/Apr/26,10/May/26,,2,,Must (1),backend,Gamma Squad,AIOP-1349,Funnel,47,,2,65,1,0,0,1,Amber
Story,[Gamma Squad] Sample work item 1351,Perception & Parking SW Group,,Gamma Squad,user6,PMD_25PI4_Sprint13 [ACTIVE],23/Apr/26,7/May/26,,13,,Won't (4),infra,Gamma Squad,AIOP-1351,To Do,52,,13,43,1,0,0,1,Green
Story,[Gamma Squad] Sample work item 1353,Perception & Parking SW Group,,Gamma Squad,user2,PMD_25PI4_Sprint13 [ACTIVE],27/Apr/26,7/May/26,,1,,Won't (4),infra,Gamma Squad,AIOP-1353,Blocked,14,,1,9,1,1,0,1,
